RA,DEC,z,W1mag,W2mag,W1_W2,M_W1,L_W1,Mstar,log_mass,galaxy_type
244.5149,12.1924,0.39,14.40999985,14.22099972,0.18900013,-27.27547177,1.60764E+12,3.59856E+11,11.55612875,Giant Elliptical / BCG
152.1594,60.779,0.3948,14.21800041,14.09700012,0.12100029,-27.49871687,1.97463E+12,6.57879E+11,11.81814602,Giant Elliptical / BCG
189.8443,44.1682,0.2612,14.27600002,13.94200039,0.333999634,-26.4020366,7.19142E+11,68937506352,10.83845557,Elliptical
186.1746,35.3053,0.3738,15.57800007,15.12199974,0.456000328,-25.99933057,4.96286E+11,23307269254,10.36749139,Spiral
206.945,47.8708,0.1683,13.46199989,13.22599983,0.236000061,-26.14729787,5.68747E+11,96711694344,10.98547899,Elliptical
161.8709,15.2339,0.2095,13.73600006,13.47599983,0.260000229,-26.40126413,7.18631E+11,1.06195E+11,11.02610407,Elliptical
113.5258,40.3301,0.3893,14.75599957,14.78600025,-0.030000687,-26.92488576,1.164E+12,9.37899E+11,11.97215607,Giant Elliptical / BCG
189.977,43.2548,0.4047,14.66899967,14.56900024,0.099999428,-27.11106855,1.38174E+12,5.2051E+11,11.71642908,Giant Elliptical / BCG
184.4399,24.4217,0.3917,14.61400032,14.46000004,0.154000282,-27.08257789,1.34596E+12,3.69718E+11,11.5678706,Giant Elliptical / BCG
183.3937,2.8989,0.4015,14.58500004,14.37199974,0.213000298,-27.17474925,1.46521E+12,2.85022E+11,11.45487838,Elliptical
4.9111,3.5993,0.2666,13.78199959,13.5369997,0.244999886,-26.94668689,1.18761E+12,1.91591E+11,11.2823751,Elliptical
134.8463,18.6405,0.3335,13.94499969,13.72000027,0.224999428,-27.34332341,1.71131E+12,3.10335E+11,11.49183076,Elliptical
22.2477,17.3468,0.3704,14.50699997,14.20300007,0.303999901,-27.04708642,1.30267E+12,1.48825E+11,11.17267589,Elliptical
198.2417,46.2584,0.1829,15.13799953,14.98200035,0.155999184,-24.67087871,1.46E+11,39638166476,10.59811356,Elliptical
193.0077,7.2019,0.3285,14.07499981,13.84500027,0.229999542,-27.17524849,1.46588E+12,2.58167E+11,11.41190073,Elliptical
3.4413,33.7044,0.3218,14.19999981,13.9289999,0.270999908,-26.99838333,1.24553E+12,1.72589E+11,11.23701311,Elliptical
139.961,35.8459,0.2302,13.16699982,12.91399956,0.253000259,-27.20014162,1.49988E+12,2.30906E+11,11.36343522,Elliptical
213.9709,36.9397,0.3275,14.70199966,14.51900005,0.182999611,-26.54056972,8.17011E+11,1.89413E+11,11.27740978,Elliptical
185.1681,1.3534,0.4069,14.81299973,14.56999969,0.243000031,-26.98095179,1.22569E+12,2.0006E+11,11.30116026,Elliptical
174.4976,25.1581,0.2974,13.92800045,13.69499969,0.233000755,-27.07270567,1.33377E+12,2.30813E+11,11.36326027,Elliptical
146.9103,45.3634,0.3319,14.01599979,13.75500011,0.26099968,-27.26019687,1.58518E+12,2.32884E+11,11.36713965,Elliptical
142.1382,11.2279,0.3575,14.18200016,13.95400047,0.227999687,-27.28206783,1.61744E+12,2.88209E+11,11.45970754,Elliptical
52.0639,0.7475,0.3205,14.17000008,13.92000008,0.25,-27.0182047,1.26847E+12,1.98738E+11,11.29828091,Elliptical
195.0562,19.5037,0.3429,14.14500046,13.89700031,0.248000145,-27.21350214,1.51845E+12,2.40702E+11,11.3814797,Elliptical
147.3141,6.79,0.3296,13.65100002,13.39999962,0.251000404,-27.60767028,2.18307E+12,3.40038E+11,11.53152745,Giant Elliptical / BCG
355.2914,21.3643,0.3877,14.27799988,13.99199963,0.286000252,-27.39237381,1.7904E+12,2.27253E+11,11.35650963,Elliptical
359.6904,22.618,0.3774,16.01099968,15.8380003,0.172999382,-25.59073091,3.40637E+11,83728620053,10.92287393,Elliptical
351.6804,1.1342,0.2787,14.67500019,14.46800041,0.206999779,-26.16383667,5.77477E+11,1.16347E+11,11.06575519,Elliptical
157.0659,30.8123,0.2399,13.72799969,13.41499996,0.312999725,-26.74036804,9.82081E+11,1.06446E+11,11.02712935,Elliptical
1.5845,10.8643,0.165,12.82999992,12.62699986,0.203000069,-26.73196459,9.74509E+11,2.00986E+11,11.30316581,Elliptical
178.5653,29.2567,0.3365,14.13000011,13.84300041,0.286999702,-27.18091644,1.47356E+12,1.85946E+11,11.26938684,Elliptical
347.899,22.286,0.285,14.1789999,13.90600014,0.272999763,-26.71545764,9.59805E+11,1.31451E+11,11.11876389,Elliptical
1.5481,-10.4721,0.2164,14.11100006,13.84200001,0.269000053,-26.10513253,5.47083E+11,76699561016,10.88479288,Elliptical
200.0159,-3.0365,0.2894,13.39099979,13.40499973,-0.013999939,-27.54163711,2.05426E+12,1.50735E+12,12.17821411,Giant Elliptical / BCG
334.1654,26.195,0.3674,15.29300022,15.13300037,0.159999847,-26.24041257,6.19677E+11,1.64348E+11,11.21576442,Elliptical
155.6184,50.1056,0.1572,14.72299957,14.31499958,0.407999992,-24.72348867,1.53248E+11,9529617863,9.979075486,Spiral
190.2861,27.5797,0.196,13.58399963,13.32800007,0.255999565,-26.39175766,7.12366E+11,1.07762E+11,11.03246564,Elliptical
210.8577,0.1336,0.1806,13.57400036,13.30300045,0.270999908,-26.20444076,5.99482E+11,83068532303,10.91943654,Elliptical
123.4083,22.0924,0.3901,14.35599995,14.15999985,0.196000099,-27.33012624,1.69064E+12,3.63254E+11,11.56021041,Giant Elliptical / BCG
0.1096,21.9014,0.1702,14.77999973,14.55200005,0.227999687,-24.85616068,1.73167E+11,30856386490,10.48934507,Spiral
204.222,32.4289,0.2558,13.70699978,13.43599987,0.270999908,-26.91941403,1.15815E+12,1.60482E+11,11.20542633,Elliptical
19.004,4.6599,0.3251,14.30799961,14.02999973,0.277999878,-26.91605197,1.15457E+12,1.53568E+11,11.18630073,Elliptical
194.1101,4.6703,0.2277,13.64400005,13.33600044,0.307999611,-26.69641525,9.43118E+11,1.05256E+11,11.02224686,Elliptical
220.2064,29.4745,0.3184,14.19400024,13.96700001,0.227000237,-26.97768204,1.222E+12,2.19024E+11,11.34049171,Elliptical
150.3698,4.577,0.2197,13.78199959,13.5340004,0.247999191,-26.47103533,7.66327E+11,1.21478E+11,11.08449763,Elliptical
345.5034,14.0306,0.154,12.64999962,12.45800018,0.191999435,-26.74756354,9.88611E+11,2.17444E+11,11.33734743,Elliptical
358.9116,1.7653,0.2266,14.0010004,13.70800018,0.293000221,-26.32756959,6.71472E+11,81810166016,10.91280727,Elliptical
147.8404,8.3212,0.1378,12.68599987,12.52200031,0.163999557,-26.44831478,7.50457E+11,1.94432E+11,11.28876774,Elliptical
245.9064,21.7403,0.1523,13.1590004,12.99800014,0.161000252,-26.21218463,6.03773E+11,1.59196E+11,11.20193215,Elliptical
128.5011,12.8921,0.3167,14.10400009,13.90799999,0.196000099,-27.05423324,1.31127E+12,2.81743E+11,11.44985313,Elliptical
129.3424,1.5941,0.3601,14.61299992,14.51299953,0.100000381,-26.86944958,1.10606E+12,4.16657E+11,11.61977868,Giant Elliptical / BCG
260.5682,33.0743,0.1063,12.53199959,12.42599964,0.105999947,-25.99471646,4.94182E+11,1.79741E+11,11.25464715,Elliptical
238.6644,32.3769,0.3425,14.89000034,14.62100029,0.269000053,-26.46555218,7.62467E+11,1.06896E+11,11.02896145,Elliptical
160.4184,15.08,0.4053,15.12899971,14.9630003,0.165999413,-26.65486177,9.07705E+11,2.32438E+11,11.36630713,Elliptical
9.5755,9.4632,0.2891,14.57199955,14.23799992,0.333999634,-26.35805123,6.9059E+11,66200523313,10.82086142,Elliptical
16.5454,24.9452,0.2423,15.03199959,14.81900024,0.212999344,-25.46083129,3.02226E+11,58791451522,10.76931418,Elliptical
224.9813,23.1271,0.18,12.90699959,12.6619997,0.244999886,-26.86344231,1.09996E+12,1.7745E+11,11.249076,Elliptical
138.1496,16.6638,0.4104,14.40499973,14.15999985,0.244999886,-27.41089645,1.8212E+12,2.93805E+11,11.46805918,Elliptical
238.3286,51.1236,0.2346,14.84200001,14.40400028,0.437999725,-25.57153619,3.34668E+11,17462047796,10.24209517,Spiral
225.8967,39.8059,0.3424,14.45899963,14.16899967,0.289999962,-26.89581488,1.13325E+12,1.40516E+11,11.14772578,Elliptical
137.5373,14.1589,0.3017,14.20600033,13.98799992,0.218000412,-26.83060012,1.06719E+12,2.01613E+11,11.30451853,Elliptical
205.6535,39.6037,0.1692,13.9630003,13.68599987,0.277000427,-25.65905681,3.62763E+11,48533502999,10.68604164,Elliptical
245.3623,42.7613,0.1357,12.44999981,12.34599972,0.104000092,-26.64809378,9.02064E+11,3.31954E+11,11.52107791,Giant Elliptical / BCG
175.7263,11.0258,0.1531,13.22900009,13.06200027,0.166999817,-26.15463218,5.72602E+11,1.45772E+11,11.16367411,Elliptical
34.6275,-0.4297,0.2916,14.26299953,14.03600025,0.226999283,-26.68852725,9.36291E+11,1.67816E+11,11.22483337,Elliptical
11.7265,14.8882,0.3516,14.79599953,14.56799984,0.227999687,-26.62589538,8.83808E+11,1.57485E+11,11.19723919,Elliptical
16.3981,2.5162,0.1982,13.7869997,13.48999977,0.296999931,-26.2157654,6.05768E+11,72098517498,10.85792633,Elliptical
246.9074,22.8159,0.2102,16.60000038,16.08399963,0.516000748,-23.54537341,51778487807,1712014598,9.233507463,Spiral
159.2734,46.1866,0.1834,15.39299965,14.83100033,0.561999321,-24.42244839,1.16139E+11,2934276795,9.467501079,Spiral
328.4035,17.6955,0.2292,15.71700001,15.48700047,0.229999542,-24.63948324,1.41838E+11,24980116392,10.39759446,Spiral
245.9747,47.9596,0.1947,14.32400036,14.06000042,0.263999939,-25.63566566,3.55031E+11,51251480993,10.70970642,Elliptical
174.9495,35.7617,0.1717,13.28199959,13.0539999,0.227999687,-26.37517212,7.01567E+11,1.25011E+11,11.09694823,Elliptical
143.7625,0.8213,0.354,16.19099998,15.85400009,0.336999893,-25.24812816,2.48457E+11,23403000231,10.36927154,Spiral
47.9047,40.5246,0.2224,12.99800014,12.80700016,0.190999985,-27.28484911,1.62158E+12,3.58756E+11,11.55479917,Giant Elliptical / BCG
113.0845,31.6335,0.1691,12.91100025,12.70100021,0.210000038,-26.70964227,9.54678E+11,1.88998E+11,11.27645721,Elliptical
348.9165,12.2826,0.331,14.28100014,13.99400043,0.286999702,-26.98835174,1.23407E+12,1.55726E+11,11.19236113,Elliptical
119.2438,49.2973,0.3495,14.03600025,13.82999992,0.206000328,-27.37072644,1.75505E+12,3.55672E+11,11.55104968,Giant Elliptical / BCG
169.5805,16.7262,0.1722,13.40499973,13.18700027,0.217999458,-26.25913786,6.30457E+11,1.19107E+11,11.07593729,Elliptical
131.3587,57.732,0.4082,14.3409996,14.06599998,0.274999619,-27.46112309,1.90743E+12,2.58196E+11,11.41194951,Elliptical
203.2111,57.6616,0.3074,13.5170002,13.30099964,0.216000557,-27.56646261,2.10177E+12,4.01739E+11,11.60394399,Giant Elliptical / BCG
347.5666,14.6895,0.3651,14.49800014,14.2489996,0.249000549,-27.01945721,1.26994E+12,2.00134E+11,11.30132088,Elliptical
239.7058,22.5904,0.4067,14.80599976,14.59700012,0.208999634,-26.98669252,1.23219E+12,2.45368E+11,11.38981792,Elliptical
255.5151,24.4642,0.1695,15.02999973,14.69099998,0.338999748,-24.59629648,1.36307E+11,12689930127,10.10345923,Spiral
121.3567,33.3423,0.3777,14.93999958,14.63700008,0.302999496,-26.66375463,9.1517E+11,1.05168E+11,11.02188361,Elliptical
351.8018,31.133,0.3187,14.56799984,14.19799995,0.369999886,-26.60604893,8.678E+11,67393786961,10.82861986,Elliptical
2.8669,12.7365,0.3926,14.32600021,14.13599968,0.190000534,-27.37643994,1.76431E+12,3.92622E+11,11.59397463,Giant Elliptical / BCG
155.8367,59.811,0.2006,13.29699993,13.03800011,0.258999825,-26.73491382,9.7716E+11,1.45247E+11,11.16210717,Elliptical
10.1525,18.1548,0.1484,13.41399956,13.2489996,0.164999962,-25.89561816,4.51073E+11,1.16184E+11,11.06514632,Elliptical
122.5143,21.2036,0.2729,14.89500046,14.69499969,0.200000763,-25.89159794,4.49406E+11,94327264349,10.97463724,Elliptical
182.5326,6.5245,0.1374,13.51900005,13.28600025,0.232999802,-25.60845536,3.46244E+11,59918736470,10.77756265,Elliptical
220.0609,3.695,0.293,14.29599953,14.06999969,0.225999832,-26.66747997,9.18316E+11,1.65559E+11,11.21895279,Elliptical
31.6208,18.1973,0.355,15.55300045,15.27099991,0.282000542,-25.89327647,4.50102E+11,58482941882,10.76702921,Elliptical
140.567,12.4317,0.1872,13.1619997,12.93200016,0.229999542,-26.70284316,9.48718E+11,1.67085E+11,11.22293746,Elliptical
168.355,59.3573,0.4069,14.20199966,13.97200012,0.229999542,-27.59195185,2.1517E+12,3.7895E+11,11.57858191,Giant Elliptical / BCG
139.339,52.7686,0.1896,13.47700024,13.20699978,0.270000458,-26.41856295,7.30172E+11,1.01771E+11,11.00762404,Elliptical
155.4592,14.1223,0.2522,13.52999973,13.21000004,0.319999695,-27.06143867,1.32E+12,1.37333E+11,11.13777491,Elliptical
153.6003,50.3057,0.3808,14.30300045,14.06200027,0.241000175,-27.32157817,1.67738E+12,2.77007E+11,11.44249074,Elliptical
151.105,48.9123,0.3998,14.11400032,13.86400032,0.25,-27.63489358,2.2385E+12,3.50717E+11,11.54495682,Giant Elliptical / BCG
180.8928,8.7318,0.2355,14.33500004,14.16399956,0.171000481,-26.08792711,5.38482E+11,1.33915E+11,11.12682923,Elliptical
196.4615,30.9048,0.1855,14.67199993,14.34000015,0.331999779,-25.17086119,2.3139E+11,22442179854,10.35106504,Spiral
213.5783,40.8738,0.3799,13.98799992,13.78999996,0.197999954,-27.63054907,2.22956E+12,4.73478E+11,11.6752998,Giant Elliptical / BCG
200.6116,46.7751,0.3765,14.31499958,14.15200043,0.162999153,-27.28065121,1.61533E+12,4.20962E+11,11.62424289,Giant Elliptical / BCG
7.0825,13.9166,0.1407,13.03800011,12.9119997,0.126000404,-26.14549421,5.67803E+11,1.8372E+11,11.26415644,Elliptical
230.6758,9.0568,0.1772,14.1619997,13.84899998,0.312999725,-25.57078241,3.34436E+11,36248802257,10.55929366,Elliptical
180.3646,42.8106,0.2947,14.35700035,14.02999973,0.327000618,-26.62092272,8.7977E+11,87859255627,10.94378752,Elliptical
166.5782,26.4047,0.3297,14.55200005,14.2840004,0.267999649,-26.70743461,9.52739E+11,1.34355E+11,11.12825383,Elliptical
10.6164,24.6116,0.2516,14.02700043,13.72399998,0.30300045,-26.55856411,8.30664E+11,95456278801,10.9798045,Elliptical
128.2232,45.7242,0.3646,15.39400005,15.40299988,-0.008999825,-26.11997647,5.54614E+11,3.9523E+11,11.5968499,Giant Elliptical / BCG
163.453,45.2109,0.3877,14.04300022,13.83199978,0.211000443,-27.62737347,2.22305E+12,4.3753E+11,11.64100784,Giant Elliptical / BCG
150.2578,28.167,0.1849,13.61200047,13.38500023,0.227000237,-26.22305781,6.0985E+11,1.09306E+11,11.038644,Elliptical
184.905,-3.3095,0.2968,14.39799976,14.21399975,0.184000015,-26.59765995,8.61121E+11,1.98474E+11,11.29770362,Elliptical
223.4644,57.3936,0.2783,14.85400009,14.59000015,0.263999939,-25.98126637,4.88097E+11,70460659680,10.8479467,Elliptical
163.3432,30.7994,0.2477,14.75399971,14.40600014,0.347999573,-25.7930673,4.10418E+11,36249999531,10.55930801,Elliptical
211.8815,27.2253,0.1634,15.44200039,15.03100014,0.411000252,-24.09669698,86035719135,5257002138,9.720738154,Spiral
223.4103,3.9926,0.369,15.125,14.86800003,0.256999969,-26.419458,7.30774E+11,1.09901E+11,11.04100164,Elliptical
181.825,51.2906,0.3454,14.52099991,14.29199982,0.229000092,-26.85586915,1.09231E+12,1.93503E+11,11.2866877,Elliptical
205.9077,49.7741,0.2731,13.6590004,13.37199974,0.287000656,-27.12941626,1.40529E+12,1.77331E+11,11.24878466,Elliptical
182.8034,28.4023,0.336,14.2329998,14.03299999,0.199999809,-27.07416409,1.33557E+12,2.80328E+11,11.44766648,Elliptical
163.2758,8.9924,0.171,13.67099953,13.47799969,0.19299984,-25.97638821,4.85909E+11,1.06252E+11,11.02633711,Elliptical
115.5226,31.524,0.3354,14.26799965,14.03600025,0.231999397,-27.03465425,1.28784E+12,2.24173E+11,11.3505833,Elliptical
10.0613,-0.1229,0.2185,14.18700027,13.9090004,0.277999878,-26.05267517,5.21279E+11,69334657825,10.84095038,Elliptical
232.3245,10.3421,0.2228,13.91100025,13.61299992,0.298000336,-26.37623752,7.02255E+11,83094858719,10.91957415,Elliptical
18.8523,24.4984,0.1853,14.10299969,13.85200024,0.250999451,-25.73726309,3.89857E+11,60724875196,10.78336663,Elliptical
244.9115,9.7667,0.2324,13.38899994,13.19200039,0.19699955,-27.00144008,1.24904E+12,2.66807E+11,11.42619722,Elliptical
350.4971,27.5505,0.1168,12.5,12.40200043,0.097999573,-26.24615507,6.22963E+11,2.37434E+11,11.37554291,Elliptical
15.0915,8.3401,0.3354,14.81999969,14.63599968,0.184000015,-26.48265421,7.74572E+11,1.78526E+11,11.25170147,Elliptical
216.4387,0.3889,0.3242,13.74400043,13.52400017,0.220000267,-27.47307453,1.92855E+12,3.60105E+11,11.55642915,Giant Elliptical / BCG
205.136,22.6692,0.2717,14.21000004,13.98499966,0.225000381,-26.56566302,8.36113E+11,1.51623E+11,11.18076509,Elliptical
208.3997,9.703,0.1336,13.13500023,12.99300003,0.142000198,-25.92634373,4.64021E+11,1.36728E+11,11.13585746,Elliptical
145.5727,5.5557,0.3841,14.45600033,14.33600044,0.119999886,-27.19057501,1.48672E+12,4.9823E+11,11.69742987,Giant Elliptical / BCG
250.4487,10.3534,0.3315,13.90600014,13.98099995,-0.074999809,-27.36715651,1.74929E+12,1.83384E+12,12.26336144,Giant Elliptical / BCG
350.7903,23.3502,0.283,14.40699959,14.14299965,0.263999939,-26.46992417,7.65543E+11,1.10512E+11,11.04340944,Elliptical
326.2305,2.0335,0.3716,14.12699986,13.9659996,0.161000252,-27.43531277,1.86262E+12,4.91116E+11,11.69118408,Giant Elliptical / BCG
231.6854,35.6313,0.4147,14.57699966,14.38700008,0.18999958,-27.26562137,1.59312E+12,3.54527E+11,11.54964932,Giant Elliptical / BCG
12.1571,4.6947,0.3475,14.46500015,14.27299976,0.192000389,-26.92720238,1.16649E+12,2.56567E+11,11.4092008,Elliptical
211.2154,47.0845,0.2395,13.96199989,13.66699982,0.295000076,-26.50226874,7.88692E+11,94974562998,10.9776073,Elliptical
8.1422,-19.5377,0.351,15.34899998,14.92500019,0.423999786,-26.06856969,5.28966E+11,29954937508,10.47646842,Spiral
222.4715,30.7618,0.4057,14.36100006,14.14799976,0.213000298,-27.42538738,1.84567E+12,3.59033E+11,11.55513437,Giant Elliptical / BCG
166.0222,12.5477,0.1221,12.93700027,12.79399967,0.143000603,-25.91295171,4.58333E+11,1.34264E+11,11.12795958,Elliptical
182.2415,37.7523,0.3454,14.62899971,14.39700031,0.231999397,-26.74786935,9.88889E+11,1.72135E+11,11.23586918,Elliptical
177.0658,65.8318,0.38,14.10400009,13.89500046,0.208999634,-27.51521951,2.00488E+12,3.99235E+11,11.60122861,Giant Elliptical / BCG
224.5982,60.5477,0.2371,13.3210001,13.07499981,0.24600029,-27.11854071,1.39129E+12,2.23139E+11,11.34857548,Elliptical
190.6496,40.3781,0.36,15.63500023,15.04100037,0.593999863,-25.84674455,4.31219E+11,9035208326,9.955938171,Spiral
358.6864,2.155,0.4159,14.04199982,13.91100025,0.130999565,-27.80803357,2.62551E+12,8.25039E+11,11.91647448,Giant Elliptical / BCG
247.6623,33.5849,0.4122,14.50199986,14.21899986,0.282999992,-27.32511485,1.68285E+12,2.17383E+11,11.33722558,Elliptical
168.2271,13.4358,0.1666,13.15699959,12.95199966,0.204999924,-26.42802321,7.36562E+11,1.50145E+11,11.17651087,Elliptical
194.616,65.3586,0.2349,13.68599987,13.40699959,0.279000282,-26.73067032,9.73348E+11,1.28709E+11,11.10960892,Elliptical
26.9903,21.9988,0.2727,14.29199982,14.02799988,0.263999939,-26.4927791,7.81829E+11,1.12863E+11,11.05255159,Elliptical
220.083,21.3898,0.2333,14.23499966,13.93299961,0.302000046,-26.16491305,5.7805E+11,66816712534,10.8248851,Elliptical
338.5985,5.8383,0.1645,13.18900013,12.99100018,0.197999954,-26.36571603,6.95483E+11,1.47695E+11,11.16936579,Elliptical
169.6409,31.2548,0.2211,13.45100021,13.17300034,0.277999878,-26.81753592,1.05442E+12,1.40247E+11,11.14689358,Elliptical
246.1403,40.2923,0.2636,13.86299992,13.5909996,0.272000313,-26.83766558,1.07415E+12,1.47974E+11,11.17018541,Elliptical
199.6787,38.7167,0.238,13.74600029,13.48900032,0.256999969,-26.70284037,9.48716E+11,1.42678E+11,11.15435701,Elliptical
2.5422,12.303,0.172,13.52799988,13.27099991,0.256999969,-26.13335362,5.61489E+11,84442585927,10.92656152,Elliptical
149.7843,51.1494,0.3997,14.83699989,14.61999989,0.217000008,-26.91125413,1.14948E+12,2.18435E+11,11.33932223,Elliptical
6.5568,7.2386,0.3872,14.73900032,14.61800003,0.12100029,-26.92808027,1.16743E+12,3.88948E+11,11.58989154,Giant Elliptical / BCG
230.014,31.9722,0.3059,14.40400028,14.13300037,0.270999908,-26.66720832,9.18086E+11,1.27217E+11,11.10454515,Elliptical
121.6521,45.7654,0.3688,14.01500034,13.75199986,0.263000488,-27.52807942,2.02877E+12,2.94585E+11,11.46921063,Elliptical
215.1557,19.774,0.4044,14.23499966,14.06400013,0.170999527,-27.54316999,2.05716E+12,5.11598E+11,11.70892884,Giant Elliptical / BCG
215.5654,49.7188,0.187,13.68299961,13.42399979,0.258999825,-26.17926679,5.85742E+11,87065713050,10.93984716,Elliptical
7.5023,3.084,0.3348,14.66600037,14.54599953,0.120000839,-26.63213611,8.88903E+11,2.97888E+11,11.47405301,Elliptical
151.4689,11.9103,0.1615,13.13599968,12.90299988,0.232999802,-26.37479111,7.0132E+11,1.21366E+11,11.08409704,Elliptical
149.9452,22.4027,0.2442,14.95300007,14.28600025,0.666999817,-25.55903969,3.30838E+11,4523101585,9.655436342,Spiral
180.6953,33.6652,0.2856,14.20100021,13.97999954,0.221000671,-26.6986954,9.45101E+11,1.75443E+11,11.24413604,Elliptical
222.359,20.2571,0.3554,14.16499996,13.94900036,0.215999603,-27.28413127,1.62051E+12,3.09752E+11,11.49101412,Elliptical
223.3665,43.4966,0.2454,14.10400009,13.79300022,0.31099987,-26.4201008,7.31207E+11,80186387468,10.90410065,Elliptical
212.0809,33.0316,0.1917,13.1260004,12.86499977,0.261000633,-26.7961491,1.03386E+12,1.51886E+11,11.18151774,Elliptical
5.3683,19.6365,0.3629,14.6789999,14.50899982,0.170000076,-26.82310879,1.05985E+12,2.65121E+11,11.42344413,Elliptical
141.2445,11.3832,0.3775,14.36800003,14.10900021,0.258999825,-27.23440527,1.54797E+12,2.30093E+11,11.36190341,Elliptical
189.4278,21.4289,0.2555,15.26500034,14.90200043,0.362999916,-25.35851621,2.75047E+11,22252904239,10.3473867,Spiral
197.417,7.955,0.2138,14.5010004,14.23200035,0.269000053,-25.68568999,3.71771E+11,52121374577,10.71701586,Elliptical
234.2514,24.4124,0.2254,14.04599953,13.88899994,0.156999588,-26.26958769,6.36554E+11,1.71813E+11,11.23505602,Elliptical
26.2265,-2.2847,0.237,13.98400021,13.78100014,0.203000069,-26.45450528,7.54748E+11,1.55662E+11,11.19218261,Elliptical
253.6803,40.0463,0.1501,15.39999962,15.07299995,0.326999664,-23.93663848,74242979701,7414404000,9.870076246,Spiral
221.0377,0.1785,0.2953,15.06099987,14.83100033,0.229999542,-25.92200265,4.62169E+11,81395842208,10.91060222,Elliptical
145.7121,3.3214,0.2863,14.13700008,13.78100014,0.355999947,-26.76879383,1.00813E+12,84972357655,10.92927767,Elliptical
358.5084,30.585,0.2754,14.28600025,14.07299995,0.213000298,-26.52323876,8.04073E+11,1.56414E+11,11.19427562,Elliptical
14.0248,22.8457,0.3975,14.33699989,14.06400013,0.272999763,-27.39713921,1.79827E+12,2.46284E+11,11.3914362,Elliptical
173.0813,9.3536,0.3028,14.61699963,14.30300045,0.313999176,-26.42870749,7.37026E+11,79419123270,10.89992509,Elliptical
170.8521,15.1846,0.3404,14.04199982,13.72799969,0.31400013,-27.2980126,1.64136E+12,1.76866E+11,11.24764435,Elliptical
3.7096,-6.5286,0.3967,14.17000008,13.95300007,0.217000008,-27.55898843,2.08735E+12,3.96657E+11,11.59841512,Giant Elliptical / BCG
219.0569,-0.2693,0.218,14.27000046,14.04399967,0.226000786,-25.96408854,4.80436E+11,86615062266,10.93759342,Elliptical
122.8318,50.6246,0.3844,15.00300026,14.74600029,0.256999969,-26.64556612,8.99967E+11,1.35346E+11,11.13144543,Elliptical
183.2813,34.1762,0.2264,13.42300034,13.12899971,0.294000626,-26.90341027,1.14121E+12,1.3823E+11,11.14060231,Elliptical
202.5848,62.2188,0.2417,14.18900013,13.86999989,0.319000244,-26.29773596,6.53273E+11,68364991316,10.83483376,Elliptical
142.0883,36.7745,0.3906,14.41300011,14.23499966,0.17800045,-27.27639658,1.60901E+12,3.84094E+11,11.58443752,Giant Elliptical / BCG
207.2188,26.5929,0.0626,11.99499989,11.99699974,-0.001999855,-25.31748888,2.64847E+11,1.81165E+11,11.2580743,Elliptical
15.1544,13.8793,0.3785,14.80700016,14.67800045,0.12899971,-26.80214315,1.03958E+12,3.3052E+11,11.51919774,Giant Elliptical / BCG
125.0767,-0.0509,0.3592,13.98900032,13.79100037,0.197999954,-27.48710023,1.95362E+12,4.14878E+11,11.61792041,Giant Elliptical / BCG
203.6806,32.8298,0.2211,13.89299965,13.60700035,0.285999298,-26.37553649,7.01802E+11,89079214129,10.94977638,Elliptical
154.5728,12.1562,0.2388,13.75599957,13.47500038,0.280999184,-26.70108046,9.47179E+11,1.23792E+11,11.09269258,Elliptical
150.9678,13.8975,0.3886,14.55700016,14.20699978,0.350000381,-27.11929124,1.39225E+12,1.21539E+11,11.08471566,Elliptical
231.6778,16.7941,0.3471,14.17700005,13.83899975,0.338000298,-27.21228842,1.51675E+12,1.42035E+11,11.15239538,Elliptical
131.5241,36.9484,0.2833,14.05599976,13.76099968,0.295000076,-26.82356132,1.06029E+12,1.2768E+11,11.10612287,Elliptical
202.6294,6.8261,0.2817,14.20400047,13.95300007,0.251000404,-26.6614651,9.13242E+11,1.42248E+11,11.15304617,Elliptical
190.8518,50.2703,0.3558,14.85900021,14.79300022,0.065999985,-26.59298238,8.57419E+11,3.94052E+11,11.59555354,Giant Elliptical / BCG
192.6496,-1.5373,0.369,14.0340004,13.79300022,0.241000175,-27.5104576,1.9961E+12,3.29642E+11,11.51804254,Giant Elliptical / BCG
218.5923,-2.5464,0.2895,14.9090004,14.44400024,0.465000153,-26.024498,5.07925E+11,22630742898,10.35469881,Spiral
1.8322,24.4434,0.3865,14.80099964,14.65499973,0.145999908,-26.86146401,1.09796E+12,3.16043E+11,11.49974618,Elliptical
251.0977,32.362,0.3607,14.40299988,14.21700001,0.18599987,-27.08367414,1.34732E+12,3.06923E+11,11.48702943,Elliptical
219.7542,4.9406,0.4047,14.64799976,14.56799984,0.079999924,-27.13206846,1.40873E+12,5.96524E+11,11.77562792,Giant Elliptical / BCG
27.4581,13.6883,0.1569,13.19299984,12.99300003,0.199999809,-26.24894128,6.24563E+11,1.31092E+11,11.11757619,Elliptical
118.1314,31.0068,0.4018,14.64299965,14.41100025,0.231999397,-27.11866089,1.39144E+12,2.42207E+11,11.38418669,Elliptical
340.4587,1.3917,0.3597,14.32999992,14.18500042,0.144999504,-27.14962963,1.4317E+12,4.14527E+11,11.61755282,Giant Elliptical / BCG
