RA,DEC,z,W1mag,W2mag,W1_W2,M_W1,L_W1,Mstar,log_mass,galaxy_type
353.9465,16.7465,0.3952,13.95100021,13.72200012,0.229000092,-27.76830501,2.53117E+12,4.48396E+11,11.65166173,Giant Elliptical / BCG
343.5352,15.473,0.3252,14.36699963,14.13899994,0.227999687,-26.85782604,1.09428E+12,1.94989E+11,11.29001011,Elliptical
248.8384,29.6461,0.3922,14.41800022,14.2159996,0.202000618,-27.28183616,1.61709E+12,3.35469E+11,11.52565239,Giant Elliptical / BCG
213.9352,64.6912,0.3619,15.09300041,14.90600014,0.187000275,-26.40210324,7.19186E+11,1.62877E+11,11.21185976,Elliptical
124.2791,7.8649,0.2592,13.6619997,13.57699966,0.085000038,-26.99703288,1.24398E+12,5.11579E+11,11.70891271,Giant Elliptical / BCG
220.7966,25.1713,0.3965,14.69900036,14.43400002,0.265000343,-27.028699,1.28079E+12,1.83814E+11,11.26437859,Elliptical
170.0525,47.1923,0.1114,14.06299973,13.79399967,0.269000053,-24.57273649,1.33381E+11,18699692308,10.27183446,Spiral
7.0919,3.2785,0.3611,14.39400005,14.14000034,0.25399971,-27.09548671,1.36206E+12,2.08466E+11,11.31903523,Elliptical
181.1077,14.7229,0.2691,13.95199966,13.65600014,0.295999527,-26.79981689,1.03735E+12,1.2419E+11,11.09408663,Elliptical
157.7581,38.7572,0.1485,13.02499962,12.86299992,0.161999702,-26.28621551,6.46377E+11,1.69436E+11,11.22900569,Elliptical
21.2244,2.5082,0.2155,13.39599991,13.1260004,0.269999504,-26.80997829,1.04711E+12,1.45946E+11,11.1641922,Elliptical
2.5187,25.8872,0.3239,14.05500031,13.78499985,0.270000458,-27.15974515,1.4451E+12,2.01417E+11,11.30409612,Elliptical
167.0959,29.241,0.212,13.22799969,12.99300003,0.234999657,-26.93811339,1.17827E+12,2.01533E+11,11.30434617,Elliptical
157.9347,35.0414,0.1227,14.12699986,13.99699974,0.130000114,-24.73443457,1.54801E+11,48929811038,10.68957354,Elliptical
50.1506,0.4305,0.3869,14.4829998,14.25,0.232999802,-27.18210305,1.47517E+12,2.55283E+11,11.40702189,Elliptical
199.8483,66.8558,0.3337,13.97200012,13.77299976,0.199000359,-27.31783503,1.67161E+12,3.52917E+11,11.54767258,Giant Elliptical / BCG
218.3295,8.7087,0.3403,14.41100025,14.15400028,0.256999969,-26.92826996,1.16764E+12,1.75601E+11,11.24452698,Elliptical
247.5982,35.1298,0.1873,15.24400043,14.85400009,0.390000343,-24.62212971,1.39589E+11,9643862540,9.984251011,Spiral
2.0433,2.0201,0.3694,14.26099968,14.00399971,0.256999969,-27.28621272,1.62362E+12,2.44177E+11,11.38770475,Elliptical
355.6442,29.422,0.2539,13.68599987,13.35599995,0.329999924,-26.92201158,1.16093E+12,1.13921E+11,11.05660379,Elliptical
222.5924,18.9612,0.2793,13.96899986,13.67099953,0.298000336,-26.87518376,1.11192E+12,1.31569E+11,11.11915357,Elliptical
168.3905,37.3744,0.1048,12.81499958,12.71100044,0.103999138,-25.67871107,3.69389E+11,1.35934E+11,11.1333281,Elliptical
229.8801,8.6668,0.3147,14.30099964,14.02000046,0.280999184,-26.8413261,1.07778E+12,1.40862E+11,11.14879385,Elliptical
187.0412,13.9188,0.2547,15.00300026,14.92199993,0.081000328,-25.61277495,3.47624E+11,1.46342E+11,11.16536899,Elliptical
200.7032,31.6549,0.3134,13.59700012,13.32600021,0.270999908,-27.53493574,2.04162E+12,2.82901E+11,11.45163448,Elliptical
213.1652,20.8007,0.3736,17.12999916,16.37400055,0.755998611,-24.44596957,1.18683E+11,964164987.9,8.984151357,Dwarf / Irregular
160.3152,19.9741,0.4127,15.68500042,15.3739996,0.311000824,-26.1452225,5.67661E+11,62251082218,10.79414691,Elliptical
139.0708,43.4998,0.3004,14.52400017,14.28600025,0.237999916,-26.5017984,7.88351E+11,1.32495E+11,11.12219949,Elliptical
119.6129,20.2367,0.2597,13.67199993,13.43500042,0.236999512,-26.99179628,1.23799E+12,2.09286E+11,11.32074018,Elliptical
330.0369,7.1655,0.3805,14.91699982,14.74400043,0.172999382,-26.70557039,9.51104E+11,2.33781E+11,11.36880921,Elliptical
2.5724,6.642,0.2638,15.80799961,15.34799957,0.460000038,-24.89454306,1.79398E+11,8230327673,9.915417126,Spiral
204.946,11.8993,0.387,13.7329998,13.41300011,0.319999695,-27.93276245,2.94513E+12,3.06412E+11,11.48630577,Elliptical
191.8276,35.5289,0.1594,12.9090004,12.72000027,0.18900013,-26.5705886,8.39915E+11,1.88007E+11,11.27417402,Elliptical
201.7663,31.8581,0.2376,14.27700043,13.95199966,0.325000763,-26.16771097,5.79541E+11,58557489666,10.76758245,Elliptical
114.3372,35.2949,0.2113,13.81599998,13.56700039,0.248999596,-26.3420672,6.80498E+11,1.07243E+11,11.03036895,Elliptical
15.4145,2.6151,0.3296,14.48600006,14.22399998,0.262000084,-26.77267024,1.01174E+12,1.47771E+11,11.16958921,Elliptical
206.439,4.2287,0.415,14.53100014,14.26399994,0.267000198,-27.31347585,1.66491E+12,2.36162E+11,11.37321002,Elliptical
235.6505,54.4819,0.2873,13.70100021,13.42099953,0.280000687,-27.21348182,1.51842E+12,1.99614E+11,11.300191,Elliptical
228.5313,51.9353,0.2988,14.64799976,14.40499973,0.243000031,-26.364445,6.94669E+11,1.13386E+11,11.05455943,Elliptical
178.1474,37.262,0.1633,13.56700039,13.32900047,0.237999916,-25.97023576,4.83164E+11,81203456767,10.90957452,Elliptical
144.8574,40.7575,0.2328,13.62100029,13.3409996,0.280000687,-26.77365398,1.01266E+12,1.33125E+11,11.12425962,Elliptical
121.8253,14.0834,0.3788,14.41800022,14.17700005,0.241000175,-27.19316129,1.49027E+12,2.46107E+11,11.39112397,Elliptical
350.1701,11.9344,0.2984,14.06299973,13.80799961,0.255000114,-26.94609631,1.18697E+12,1.80609E+11,11.25673939,Elliptical
147.8016,65.801,0.1202,13.71899986,13.52900028,0.18999958,-25.09423795,2.15623E+11,47983977579,10.68109625,Elliptical
156.4114,4.1271,0.2111,13.48499966,13.14799976,0.336999893,-26.67076419,9.21098E+11,86761279172,10.93832595,Elliptical
173.9293,37.227,0.3536,14.54899979,14.24800014,0.300999641,-26.88726364,1.12436E+12,1.30727E+11,11.11636529,Elliptical
350.6343,9.3156,0.332,14.67099953,14.39999962,0.270999908,-26.60595662,8.67726E+11,1.20238E+11,11.08004174,Elliptical
20.3032,-6.8116,0.319,14.03299999,13.73499966,0.298000336,-27.14341321,1.42353E+12,1.6844E+11,11.22644523,Elliptical
17.7622,17.6628,0.0665,11.76099968,11.78299999,-0.022000313,-25.68864213,3.72784E+11,2.86641E+11,11.45733831,Elliptical
260.3126,54.5269,0.2664,15.13000011,14.80599976,0.324000359,-25.59682735,3.42555E+11,34815290988,10.54177003,Elliptical
330.1432,4.7315,0.4076,14.63599968,14.54399967,0.092000008,-27.1623547,1.44858E+12,5.71823E+11,11.75726162,Giant Elliptical / BCG
13.1309,22.2592,0.183,13.60599995,13.31599998,0.289999962,-26.20419359,5.99346E+11,74315179555,10.87107753,Elliptical
166.2326,5.0084,0.2457,14.03199959,13.80099964,0.230999947,-26.49510809,7.83508E+11,1.37184E+11,11.13730346,Elliptical
126.0837,48.8632,0.1572,13.16399956,13.0010004,0.162999153,-26.28248868,6.44163E+11,1.67872E+11,11.22497826,Elliptical
184.4866,20.6714,0.2028,13.68999958,13.43299961,0.256999969,-26.36835188,6.97173E+11,1.04848E+11,11.02056015,Elliptical
111.7488,35.5667,0.2965,14.13000011,13.85400009,0.276000023,-26.86313287,1.09965E+12,1.47983E+11,11.17021183,Elliptical
179.045,-0.3502,0.2549,13.22900009,12.99499989,0.234000206,-27.38871255,1.78437E+12,3.0699E+11,11.48712423,Elliptical
177.2717,51.5822,0.1295,14.37699986,14.15299988,0.223999977,-24.61100798,1.38167E+11,25202478312,10.40144325,Spiral
126.5926,24.7091,0.2669,14.04399967,13.54199982,0.501999855,-26.68747293,9.35382E+11,33566769036,10.52590954,Elliptical
207.364,35.4797,0.2482,14.09799957,13.81400013,0.283999443,-26.45403408,7.54421E+11,96884665911,10.98625505,Elliptical
176.1881,15.9271,0.2476,13.97700024,13.67300034,0.303999901,-26.56907234,8.38743E+11,95822872821,10.98146919,Elliptical
24.3665,-0.1593,0.3419,14.55500031,14.38399982,0.171000481,-26.79612116,1.03383E+12,2.57103E+11,11.41010714,Elliptical
239.1087,61.8205,0.2896,14.40499973,14.08199978,0.322999954,-26.52935988,8.08619E+11,82665456319,10.91732407,Elliptical
196.2644,31.7153,0.3983,14.9989996,14.76500034,0.233999252,-26.74028054,9.82002E+11,1.68948E+11,11.22775305,Elliptical
184.3171,10.7364,0.2776,14.90600014,14.64099979,0.265000343,-25.92300676,4.62597E+11,66389872249,10.82210183,Elliptical
342.8966,15.2894,0.2335,14.60400009,14.18299961,0.421000481,-25.79801308,4.12292E+11,23760961608,10.37586401,Spiral
318.2674,-6.5689,0.2791,13.33899975,13.0539999,0.284999847,-27.5034028,1.98318E+12,2.53199E+11,11.40346199,Elliptical
231.1163,0.5617,0.3286,14.30599976,14.07999992,0.225999832,-26.94501525,1.18579E+12,2.1378E+11,11.32996707,Elliptical
202.9219,4.8876,0.1708,13.61400032,13.39500046,0.218999863,-26.03058517,5.1078E+11,95934411575,10.98197442,Elliptical
357.3323,33.0056,0.3335,14.77400017,14.63199997,0.142000198,-26.51432294,7.97497E+11,2.3499E+11,11.37104938,Elliptical
183.571,14.7938,0.1571,13.4119997,13.19299984,0.218999863,-26.03297373,5.11905E+11,96145694334,10.98292984,Elliptical
9.6339,7.1929,0.2698,14.09599972,13.87300014,0.222999573,-26.66225783,9.13909E+11,1.67681E+11,11.22448386,Elliptical
341.8834,12.2459,0.4021,14.76299953,14.64999962,0.112999916,-27.00057093,1.24804E+12,4.35721E+11,11.63920849,Giant Elliptical / BCG
201.5221,12.3893,0.2029,13.68700027,13.48499966,0.202000618,-26.37254659,6.99872E+11,1.4519E+11,11.16193671,Elliptical
40.934,-0.2365,0.379,16.34199905,16.17700005,0.164999008,-25.27050711,2.53631E+11,65328902408,10.81510536,Elliptical
236.8574,10.5716,0.2363,13.68000031,13.40499973,0.275000572,-26.75124663,9.9197E+11,1.34276E+11,11.1279984,Elliptical
229.5338,12.2965,0.3556,14.11299992,13.93000031,0.182999611,-27.33755736,1.70225E+12,3.94643E+11,11.5962044,Giant Elliptical / BCG
139.9344,56.3671,0.2798,13.56900024,13.33399963,0.23500061,-27.27963096,1.61381E+12,2.76027E+11,11.44095157,Elliptical
205.4548,26.3735,0.1374,11.86900043,11.85599995,0.013000488,-27.25845498,1.58264E+12,9.91655E+11,11.99636061,Giant Elliptical / BCG
14.9401,20.4397,0.3855,14.47299957,14.26200008,0.210999489,-27.18285505,1.47619E+12,2.90538E+11,11.46320294,Elliptical
147.722,28.8043,0.1145,13.38899994,13.27200031,0.116999626,-25.31072542,2.63203E+11,89765843719,10.95311112,Elliptical
132.0707,28.7058,0.2035,14.1239996,13.84300041,0.280999184,-25.94270828,4.71068E+11,61566630305,10.78934538,Elliptical
40.3032,3.6304,0.2694,14.18799973,13.96800041,0.219999313,-26.56657914,8.36819E+11,1.56255E+11,11.19383392,Elliptical
184.1682,1.7016,0.2455,13.71500015,13.40699959,0.308000565,-26.81010338,1.04723E+12,1.16875E+11,11.06772162,Elliptical
241.4703,27.7354,0.2787,13.68299961,13.35299969,0.329999924,-27.15583725,1.43991E+12,1.41298E+11,11.15013601,Elliptical
137.472,31.1009,0.2691,13.29599953,12.8579998,0.437999725,-27.45581703,1.89813E+12,99039288002,10.99580751,Elliptical
348.8025,3.213,0.3248,14.62899971,14.42000008,0.208999634,-26.59272831,8.57218E+11,1.707E+11,11.23223352,Elliptical
344.5883,8.4646,0.3982,14.33899975,14.1960001,0.142999649,-27.39963828,1.80242E+12,5.28003E+11,11.72263639,Giant Elliptical / BCG
158.0241,53.306,0.133,13.35999966,13.20199966,0.157999992,-25.69074503,3.73506E+11,1.00225E+11,11.00097606,Elliptical
175.1406,56.6578,0.2965,13.88000011,13.58300018,0.296999931,-27.11313287,1.38437E+12,1.64768E+11,11.21687287,Elliptical
189.9769,37.732,0.1899,13.9630003,13.69900036,0.263999939,-25.93637758,4.68329E+11,67606925495,10.82999119,Elliptical
215.2797,36.0508,0.1716,14.0340004,13.76299953,0.271000862,-25.62177587,3.50518E+11,48570006047,10.68636816,Elliptical
169.0397,30.5314,0.3674,14.42199993,14.22500038,0.19699955,-27.11141286,1.38218E+12,2.95248E+11,11.47018696,Elliptical
180.2108,-1.4654,0.2733,14.89400005,14.49699974,0.397000313,-25.89623363,4.51329E+11,29930409523,10.47611266,Spiral
179.9327,25.8237,0.2224,15.04399967,14.7489996,0.295000076,-25.23884958,2.46343E+11,29664678084,10.47223964,Spiral
235.5188,48.0911,0.2021,15.59200001,15.23799992,0.354000092,-24.45796833,1.20002E+11,10233568504,10.0100271,Spiral
254.1845,50.2925,0.3456,14.45800018,14.27999973,0.17800045,-26.9203329,1.15913E+12,2.76702E+11,11.4420123,Elliptical
15.3901,31.3678,0.2208,13.48700047,13.20699978,0.280000687,-26.77822162,1.01692E+12,1.33686E+11,11.12608593,Elliptical
21.1072,32.8161,0.2756,15.03299999,14.81999969,0.213000298,-25.77804209,4.04778E+11,78740121630,10.89619608,Elliptical
123.8429,22.7293,0.0934,13.87300014,13.69499969,0.17800045,-24.35418206,1.09062E+11,26034646125,10.41555168,Spiral
349.9069,15.8286,0.2967,14.5369997,14.27099991,0.265999794,-26.45781803,7.57055E+11,1.08016E+11,11.03348809,Elliptical
167.3623,20.6527,0.1351,12.85400009,12.71100044,0.142999649,-26.23364825,6.15828E+11,1.80402E+11,11.25624135,Elliptical
144.7536,17.7023,0.4026,14.25399971,14.19999981,0.053999901,-27.51275104,2.00032E+12,9.86145E+11,11.99394078,Giant Elliptical / BCG
138.0331,27.3498,0.1807,13.80700016,13.5539999,0.253000259,-25.97277177,4.84294E+11,74556935304,10.87248805,Elliptical
29.7057,-0.4002,0.3635,14.32999992,14.17300034,0.156999588,-27.17630325,1.46731E+12,3.96043E+11,11.59774234,Giant Elliptical / BCG
112.7099,40.7935,0.1193,12.94400024,12.81400013,0.130000114,-25.85165581,4.33174E+11,1.36918E+11,11.13646055,Elliptical
243.2213,6.7563,0.3607,14.38399982,14.22700024,0.156999588,-27.10267419,1.3711E+12,3.70076E+11,11.56829092,Giant Elliptical / BCG
24.6896,17.413,0.4081,15.03600025,14.70400047,0.331999779,-26.76549475,1.00507E+12,97480659994,10.98891846,Elliptical
149.2403,8.0712,0.3843,14.56200027,14.34300041,0.218999863,-27.08590258,1.35008E+12,2.53572E+11,11.4041013,Elliptical
224.9707,12.2297,0.3662,14.73900032,14.53800011,0.201000214,-26.78609942,1.02433E+12,2.13747E+11,11.32990003,Elliptical
186.6769,19.8407,0.2216,13.81099987,13.56599998,0.244999886,-26.46305048,7.60712E+11,1.22721E+11,11.08891889,Elliptical
214.1286,55.3633,0.4061,14.89799976,14.80200005,0.095999718,-26.89091133,1.12814E+12,4.35036E+11,11.6385252,Giant Elliptical / BCG
223.0898,-0.9722,0.3141,14.52600002,14.21800041,0.307999611,-26.61153531,8.72196E+11,97340844748,10.98829511,Elliptical
230.9381,28.1211,0.2303,14.20400047,13.95300007,0.251000404,-26.16420443,5.77673E+11,89978913737,10.95414075,Elliptical
11.0984,30.5507,0.1407,12.4659996,12.31400013,0.151999474,-26.71749471,9.61608E+11,2.67251E+11,11.42691934,Elliptical
211.5405,27.1729,0.3504,14.56499958,14.38300037,0.181999207,-26.84823803,1.08466E+12,2.5294E+11,11.40301751,Elliptical
180.1921,29.716,0.1562,13.02200031,12.81000042,0.211999893,-26.40929928,7.23969E+11,1.41658E+11,11.15124111,Elliptical
145.8257,5.9114,0.0888,12.1420002,12.11299992,0.029000282,-25.96879587,4.82523E+11,2.75333E+11,11.43985827,Elliptical
252.0986,16.77,0.3102,14.19999981,13.9119997,0.288000107,-26.90619106,1.14413E+12,1.43534E+11,11.15695479,Elliptical
14.8717,3.7222,0.2766,13.60299969,13.37199974,0.230999947,-27.21703974,1.52341E+12,2.66733E+11,11.42607675,Elliptical
157.6683,41.1268,0.2099,14.80500031,14.75300026,0.052000046,-25.336901,2.69625E+11,1.34487E+11,11.12868031,Elliptical
345.1467,1.753,0.1806,13.38599968,13.13899994,0.246999741,-26.39244144,7.12815E+11,1.13657E+11,11.05559619,Elliptical
240.1423,10.6803,0.199,13.91899967,13.47999954,0.43900013,-26.09351774,5.41261E+11,28076745672,10.44834677,Spiral
111.7718,38.7704,0.2049,14.90799999,14.61600018,0.291999817,-25.17534131,2.32347E+11,28474557746,10.45445699,Spiral
114.4774,32.0984,0.1927,13.32499981,13.09399986,0.230999947,-26.60971521,8.70735E+11,1.52457E+11,11.18314737,Elliptical
132.8676,54.495,0.2979,14.6789999,14.375,0.303999901,-26.32590442,6.70443E+11,76595281954,10.88420202,Elliptical
179.4999,34.271,0.2543,14.22000027,13.92199993,0.298000336,-26.39189587,7.12456E+11,84301925912,10.9258375,Elliptical
158.7309,16.2575,0.2611,13.91399956,13.54800034,0.365999222,-26.76309005,1.00285E+12,79725636638,10.901598,Elliptical
7.5056,14.2905,0.2082,13.54699993,13.23799992,0.309000015,-26.57513695,8.43441E+11,93582521038,10.97119474,Elliptical
193.6346,25.4308,0.2353,14.30500031,14.01799965,0.287000656,-26.11584282,5.52506E+11,69719692508,10.84335546,Elliptical
239.9254,7.4182,0.3333,14.36800003,14.16100025,0.206999779,-26.91881021,1.15751E+12,2.33209E+11,11.36774531,Elliptical
357.0617,0.4834,0.4138,14.29500008,14.03499985,0.260000229,-27.54204867,2.05504E+12,3.03682E+11,11.48241905,Elliptical
132.5295,29.5478,0.1065,12.29899979,12.28600025,0.012999535,-26.23208369,6.14941E+11,3.85314E+11,11.58581479,Giant Elliptical / BCG
133.5422,62.1841,0.4056,13.88599968,13.70800018,0.177999496,-27.89975649,2.85695E+12,6.81999E+11,11.83378374,Giant Elliptical / BCG
9.663,13.2778,0.3882,13.98700047,13.75699997,0.230000496,-27.68666241,2.34782E+12,4.13489E+11,11.61646396,Giant Elliptical / BCG
209.7154,33.9097,0.2831,13.97299957,13.69099998,0.281999588,-26.90480358,1.14267E+12,1.48471E+11,11.17164163,Elliptical
39.9237,-1.4699,0.328,14.22200012,13.93700027,0.284999847,-27.02441141,1.27575E+12,1.62879E+11,11.21186509,Elliptical
207.9931,61.0721,0.3227,14.35099983,14.16499996,0.18599987,-26.85440772,1.09085E+12,2.48498E+11,11.3953229,Elliptical
177.714,55.6292,0.2286,13.28299999,12.96800041,0.31499958,-27.06706774,1.32687E+12,1.42144E+11,11.15272853,Elliptical
25.7279,31.4904,0.4134,14.50800037,14.35599995,0.152000427,-27.3265682,1.68511E+12,4.68324E+11,11.67054641,Giant Elliptical / BCG
136.6879,37.3137,0.2172,12.72399998,12.5710001,0.152999878,-27.50112608,1.97902E+12,5.46803E+11,11.73783089,Giant Elliptical / BCG
41.3032,-5.7397,0.3066,15.21399975,14.9829998,0.230999947,-25.86293434,4.37697E+11,76636184303,10.88443387,Elliptical
197.8631,34.9825,0.3001,14.55200005,14.2869997,0.265000343,-26.47129967,7.66514E+11,1.10007E+11,11.04142032,Elliptical
333.924,5.6882,0.2145,13.96399975,13.69499969,0.269000053,-26.23064977,6.14129E+11,86099329961,10.93499977,Elliptical
228.0825,12.3792,0.3374,14.03499985,13.77299976,0.262000084,-27.28265859,1.61832E+12,2.36365E+11,11.37358317,Elliptical
17.4139,6.8883,0.1436,13.13899994,12.92599964,0.213000298,-26.09273533,5.40872E+11,1.05214E+11,11.02207353,Elliptical
150.1178,2.6843,0.3467,14.03800011,13.78899956,0.249000549,-27.34837119,1.71929E+12,2.70949E+11,11.43288755,Elliptical
322.4903,3.1124,0.0888,12.13099957,12.09899998,0.031999588,-25.97979651,4.87437E+11,2.733E+11,11.43663963,Elliptical
141.1067,5.9573,0.3356,14.37199974,14.16699982,0.204999924,-26.93215831,1.17183E+12,2.38871E+11,11.37816343,Elliptical
353.9765,3.014,0.1941,13.43099976,13.16100025,0.269999504,-26.52120596,8.02569E+11,1.11862E+11,11.04868258,Elliptical
156.687,18.6809,0.301,14.59399986,14.33500004,0.258999825,-26.43678952,7.42533E+11,1.10371E+11,11.04285498,Elliptical
171.6799,33.6156,0.2079,14.00399971,13.69900036,0.304999352,-26.11463386,5.51891E+11,62683782153,10.79715519,Elliptical
250.7532,52.978,0.2919,14.48400021,14.18900013,0.295000076,-26.47009231,7.65662E+11,92201233471,10.96473673,Elliptical
237.8035,58.575,0.3485,14.31499958,14.125,0.18999958,-27.08447463,1.34831E+12,3.00048E+11,11.47719074,Elliptical
4.2764,8.8291,0.0867,12.27000046,12.2489996,0.021000862,-25.78574526,4.0766E+11,2.43756E+11,11.38695531,Elliptical
144.5659,48.7239,0.3837,14.46800041,14.24199963,0.226000786,-27.17591796,1.46679E+12,2.64439E+11,11.42232551,Elliptical
313.8609,1.0864,0.41,14.68500042,14.56200027,0.123000145,-27.12839658,1.40397E+12,4.62315E+11,11.66493798,Giant Elliptical / BCG
170.5226,0.7843,0.1019,12.85099983,12.76299953,0.088000298,-25.57761438,3.36547E+11,1.35996E+11,11.13352613,Elliptical
347.4855,5.4152,0.2716,14.55599976,14.18599987,0.369999886,-26.21875002,6.07435E+11,47173738657,10.6737003,Elliptical
235.5033,27.1302,0.3767,14.11100006,13.8760004,0.234999657,-27.48600296,1.95165E+12,3.33812E+11,11.52350194,Giant Elliptical / BCG
150.6698,13.3196,0.2514,14.38899994,14.08699989,0.302000046,-26.19460377,5.94075E+11,68669106010,10.83676139,Elliptical
246.9224,26.2036,0.2218,13.74699974,13.57600021,0.170999527,-26.52925308,8.08539E+11,2.01077E+11,11.3033624,Elliptical
42.5262,2.7046,0.1841,14.18799973,13.90200043,0.285999298,-25.63661818,3.55343E+11,45103376569,10.65420906,Elliptical
163.2949,-1.8041,0.3706,14.75800037,14.54899979,0.209000587,-26.79745876,1.0351E+12,2.06121E+11,11.31412224,Elliptical
235.939,24.5619,0.2214,15.20499992,14.65499973,0.550000191,-25.06684612,2.10251E+11,5698203590,9.755737962,Spiral
198.5904,-3.491,0.3929,14.68000031,14.55900002,0.12100029,-27.02439108,1.27572E+12,4.25026E+11,11.6284155,Giant Elliptical / BCG
208.4908,44.1284,0.3643,14.93799973,14.68500042,0.252999306,-26.57388618,8.4247E+11,1.29699E+11,11.11293663,Elliptical
12.7986,20.2404,0.3959,14.32199955,14.13099957,0.190999985,-27.40182876,1.80606E+12,3.99569E+11,11.60159179,Giant Elliptical / BCG
216.6553,40.7863,0.276,14.39099979,14.11200047,0.278999329,-26.42364483,7.33598E+11,97006232061,10.98679964,Elliptical
232.3699,18.9864,0.2115,13.34799957,13.13099957,0.217000008,-26.81236895,1.04942E+12,1.99419E+11,11.29976653,Elliptical
338.3301,3.397,0.1887,13.40299988,13.15400028,0.248999596,-26.48108562,7.73454E+11,1.21892E+11,11.0859752,Elliptical
15.3729,5.5185,0.3617,14.71399975,14.48999977,0.223999977,-26.77970075,1.01831E+12,1.85746E+11,11.26891947,Elliptical
24.8566,14.4356,0.3284,14.25199986,13.99600029,0.255999565,-26.99748152,1.24449E+12,1.88258E+11,11.27475344,Elliptical
149.8885,30.5472,0.3188,14.40999985,14.18400002,0.225999832,-26.76483729,1.00447E+12,1.8109E+11,11.25789447,Elliptical
201.5166,32.1988,0.2648,16.23200035,15.98499966,0.247000694,-24.47990858,1.22451E+11,19524578533,10.29058167,Spiral
194.4169,15.4632,0.4065,14.75199986,14.56599998,0.18599987,-27.0394326,1.29352E+12,2.94668E+11,11.46933298,Elliptical
135.3105,53.1165,0.3944,14.10000038,13.91499996,0.18500042,-27.61412653,2.19609E+12,5.0321E+11,11.70174926,Giant Elliptical / BCG
149.3922,19.6371,0.1709,13.32600021,13.1260004,0.199999809,-26.31998678,6.66799E+11,1.39957E+11,11.14599462,Elliptical
138.7716,58.0906,0.1754,13.43900013,13.20899963,0.230000496,-26.26927949,6.36373E+11,1.12075E+11,11.04950875,Elliptical
222.4944,40.0424,0.2998,14.14400005,13.88000011,0.263999939,-26.87679852,1.11357E+12,1.60753E+11,11.20615909,Elliptical
191.9905,40.3552,0.1886,15.24499989,14.97599983,0.269000053,-24.63780719,1.41619E+11,19854672986,10.29786274,Spiral
257.0636,21.1883,0.2162,13.42700005,13.10400009,0.322999954,-26.78687939,1.02507E+12,1.04793E+11,11.02033227,Elliptical
35.4592,44.7938,0.1704,13.64799976,13.42500019,0.222999573,-25.99097207,4.9248E+11,90358687154,10.95596991,Elliptical
141.8682,4.6696,0.2428,13.98700047,13.7329998,0.254000664,-26.5108988,7.94986E+11,1.21674E+11,11.08519779,Elliptical
210.0526,53.493,0.2889,13.95699978,13.6960001,0.26099968,-26.97132555,1.21487E+12,1.78481E+11,11.25159199,Elliptical
180.9271,1.0318,0.2568,14.08399963,13.79500008,0.288999557,-26.55204916,8.25695E+11,1.02982E+11,11.01276132,Elliptical
331.4876,16.5402,0.3527,14.33399963,14.0340004,0.299999237,-27.09580725,1.36246E+12,1.5934E+11,11.20232481,Elliptical
176.5803,11.178,0.1152,12.23900032,12.15400028,0.085000038,-26.4749481,7.69094E+11,3.16285E+11,11.5000786,Giant Elliptical / BCG
203.7286,24.5092,0.3396,13.97099972,13.65699959,0.31400013,-27.36306942,1.74272E+12,1.87788E+11,11.27366784,Elliptical
359.8883,4.9827,0.2411,15.05500031,14.71399975,0.341000557,-25.42562704,2.92584E+11,26922129002,10.4301094,Spiral
198.5168,6.8814,0.0924,12.42800045,12.2489996,0.179000854,-25.77435086,4.03404E+11,95736638253,10.98107817,Elliptical
327.8891,-4.4005,0.1488,13.30000019,13.0710001,0.229000092,-26.01600115,5.03965E+11,89277131571,10.95074023,Elliptical
118.4425,37.9573,0.38,14.80700016,14.51200008,0.295000076,-26.81221944,1.04927E+12,1.26354E+11,11.10158899,Elliptical
160.1725,55.6482,0.3086,14.76900005,14.46800041,0.300999641,-26.32422657,6.69408E+11,77830808161,10.89115154,Elliptical
220.5222,56.961,0.2884,14.47999954,13.9829998,0.496999741,-26.44400735,7.47486E+11,27619995134,10.4412236,Spiral
183.6116,31.6024,0.2027,13.80799961,13.54100037,0.266999245,-26.2491559,6.24687E+11,88610314549,10.94748428,Elliptical
159.7177,29.0556,0.2764,13.64999962,13.34799957,0.302000046,-27.16824274,1.45646E+12,1.68351E+11,11.2262157,Elliptical
232.6052,-1.5073,0.0865,12.82199955,12.76000023,0.061999321,-25.2284373,2.43992E+11,1.14788E+11,11.05989649,Elliptical
149.7919,16.5773,0.3749,14.01399994,13.78199959,0.232000351,-27.57080915,2.1102E+12,3.67318E+11,11.56504221,Giant Elliptical / BCG
3.075,35.4582,0.2674,13.97299957,13.69999981,0.272999763,-26.76311017,1.00287E+12,1.37349E+11,11.1378255,Elliptical
194.3771,36.5251,0.2192,15.16499996,14.54899979,0.616000175,-25.08247671,2.133E+11,3929617121,9.594350237,Spiral
12.0581,2.0609,0.3717,14.03299999,13.76799965,0.265000343,-27.52999705,2.03235E+12,2.91674E+11,11.46489772,Elliptical
214.2197,58.4323,0.3183,14.34599972,14.09200001,0.25399971,-26.82489328,1.06159E+12,1.62479E+11,11.21079724,Elliptical
157.5358,40.0861,0.1653,13.26599979,13.08500004,0.180999756,-26.30030394,6.54819E+11,1.53597E+11,11.18638273,Elliptical
20.9541,33.6561,0.2541,13.89799976,13.66499996,0.232999802,-26.71195473,9.56713E+11,1.65563E+11,11.21896329,Elliptical
234.5172,6.9754,0.1779,13.60900021,13.38500023,0.223999977,-26.13324833,5.61435E+11,1.02409E+11,11.01033813,Elliptical
